name,year,citation,snippet,is_real,source,url
Nikesh Tarachand Shah vs Union Of India,2017,(2017) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/117859307/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. Ministry of Environment,2024,(2024) 13 SCC 811,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of H.P & Ors vs Rajesh Chander Sood Etc Etc,2016,(2016) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/60040504/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Parents Association v. Central Vigilance Commission,2019,(2019) 6 SCC 453,"Petition challenging electoral bond scheme transparency, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
A.K. Gopalan vs The State Of Madras.Union Of India: ...,1950,(1950) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1857950/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Vimalben Ajitbhai Patel vs Vatslabeen Ashokbhai Patel And Others,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/913087/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Association of Democratic Reforms v. National Highway Authority,2020,(2020) 6 SCC 175,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. State of Karnataka,2019,(2019) 10 SCC 708,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. Food Corporation of India,2006,(2006) 6 SCC 960,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Afzal vs State Of Haryana,1993,(1993) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1323233/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
The SpecialLandAcquisition... vs V.T. Velu & Ors,1996,(1996) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/907983/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Hamid Ali Khan (D) Thr. Lrs. vs State Of U.P. .,2021,(2021) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/77773601/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of Delhi,2003,(2003) 2 SCC 533,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Farmers Welfare Association v. Department of Telecommunications,1996,(1996) 1 SCC 509,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indore Development Authority vs Manoharlal And Ors. Etc.,2020,(2020) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/49625991/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"A. K. Roy, Etc vs Union Of India And Anr",1981,(1981) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/875590/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Manoranjana Sinh @ Gupta vs Central Bureau Of Investigation,2017,(2017) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/83617065/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Union Of India And Others vs Shri Ramesh Kumar,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/662530/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Smt. Postasangbom Ningol Thokchom & Anr vs General Officer Commanding & Ors,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1043155/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. State of Kerala,2015,(2015) 11 SCC 505,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Daya Ram And Others vs Shyam Sundari,1964,(1964) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/117326/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Randhir Singh And Anr vs State Of Punjab,2004,(2004) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1310174/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Migrant Labour Protection Forum v. Central Bureau of Investigation,2011,(2011) 4 SCC 687,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
R. Vijayan vs Baby & Anr,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/635335/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
State Of Rajasthan And Ors vs Sajjanlal Panjawat & Ors,1973,(1973) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/703666/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. National Highway Authority,2019,(2019) 4 SCC 418,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. Union of India,2002,(2002) 2 SCC 626,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. Reserve Bank of India,2010,(2010) 10 SCC 414,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Justice K.S.Puttaswamy(Retd) And Anr. vs Union Of India And Ors.,2017,(2017) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/91938676/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Healthcare Workers Union v. Department of Telecommunications,2022,(2022) 11 SCC 522,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. State of Kerala,1990,(1990) 7 SCC 676,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ritesh Chakarvarti vs State Of Madhya Pradesh,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1468094/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. National Investigation Agency,1998,(1998) 10 SCC 270,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Sebastian M. Hongray vs Union Of India And Others,1983,(1983) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1448303/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Securities and Exchange Board of India,1995,(1995) 1 SCC 481,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Navtej Singh Johar vs Union Of India Ministry Of Law And ...,2018,(2018) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/168671544/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
State Of Rajasthan vs Hat Singh & Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/170445/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Small Traders Federation of India v. Central Vigilance Commission,1994,(1994) 13 SCC 94,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Association of Democratic Reforms v. Department of Telecommunications,1990,(1990) 15 SCC 937,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. State of Maharashtra,1999,(1999) 10 SCC 172,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Charan Lal Sahu Etc. Etc vs Union Of India And Ors,1989,(1989) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/299215/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
"Shri D.K. Basu,Ashok K. Johri vs State Of West Bengal,State Of U.P",1996,(1996) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/501198/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Lakshmi & Ors vs State Of U.P,2002,(2002) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/69242/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Municipal Corporation Of Thecity Of ... vs Jan Mohammed Usmanbhai & Anr,1986,(1986) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/557586/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Environment Action Group v. National Investigation Agency,2021,(2021) 1 SCC 143,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. State of Maharashtra,1993,(1993) 7 SCC 556,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Healthcare Workers Union v. State of West Bengal,1993,(1993) 12 SCC 634,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
